;model;user_comment;suggestion;similarity_score;suggestion_article_id;user_comment_article_id;suggestion_0;suggestion_1;suggestion_2;suggestion_3;suggestion_4;suggestion_5
10;stsb-mpnet-base-v2;"If Trump takes a hard line against the treaty violation, he'll be called a dangerous, unstable, war hawk.  If Trump takes a softer line, he'll be called a Russian puppet.<br/><br/>In either case, the liberal media and its echo chamber will have a field day.<br/><br/>Here is an idea - let our European NATO ""allies"" decide the best policy.  After all, the violations and response affect Europe. For example, let's ask which ones would be willing to host the additional nuclear missiles.";And Trump is doing exactly what Putin wanted:  sow dissension within NATO.<br/>Unfit?  Corrupt?  Dishonest?  Putin loves it.;0.5911468267440796;58e1f7f27c459f24986d8045;58e1f7f27c459f24986d8045;;;;;;
11;stsb-mpnet-base-v2;"If Trump takes a hard line against the treaty violation, he'll be called a dangerous, unstable, war hawk.  If Trump takes a softer line, he'll be called a Russian puppet.<br/><br/>In either case, the liberal media and its echo chamber will have a field day.<br/><br/>Here is an idea - let our European NATO ""allies"" decide the best policy.  After all, the violations and response affect Europe. For example, let's ask which ones would be willing to host the additional nuclear missiles.";"Putin's bellicose speech matches Trump's on North Korea. Perhaps the latter incited the former.<br/><br/>I doubt that anyone has a nuclear-powered cruise missile such as Putin describes, for a number of reasons, including known laws of physics.<br/><br/>Putin's aggressive speech is consistent with a Russian inferiority complex that stretches back some 350 years, to when a young Peter the Great traveled through Europe, came back to Russia, and told his Dad what a bunch of backward rubes the Russians were. He imported the best Italian and French architects to help design and build St. Petersburg. He began a tradition of the Russian upper class studying the French language and emulating French culture.<br/><br/>The Enlightenment never reached Central Europe and Russia. Far more social and technological development occurred in Western Europe. Tsarist fears of outside influence displacing their favored social position motivated them to resist western ideas.<br/><br/>By the late 19th century, the corruption of the Russian upper class and the widening inequality between them and the peasantry led to great resentment, a message we in the US should take to heart.  This, along with the incompetence of Russian generals in WWI, as described in Solzhenitsyn's ""August, 1914"", helped spur on the 1917 Revolution.<br/><br/>Nuclear weapons are so dangerous as to be useless for anything but planetary suicide. We should worry far more about Russia's superb<br/>scientific and mathematical competence, as seen by Russian cyberwar.";0.5887390971183777;5a97ff69410cf7000162ea4a;58e1f7f27c459f24986d8045;;;;;;
12;stsb-mpnet-base-v2;"If Trump takes a hard line against the treaty violation, he'll be called a dangerous, unstable, war hawk.  If Trump takes a softer line, he'll be called a Russian puppet.<br/><br/>In either case, the liberal media and its echo chamber will have a field day.<br/><br/>Here is an idea - let our European NATO ""allies"" decide the best policy.  After all, the violations and response affect Europe. For example, let's ask which ones would be willing to host the additional nuclear missiles.";Trump's statements and tweets are also threatening to the world. Putin said nothing that Trump had not said before. ;0.5805746912956238;5a97ff69410cf7000162ea4a;58e1f7f27c459f24986d8045;;;;;;
13;stsb-mpnet-base-v2;"If Trump takes a hard line against the treaty violation, he'll be called a dangerous, unstable, war hawk.  If Trump takes a softer line, he'll be called a Russian puppet.<br/><br/>In either case, the liberal media and its echo chamber will have a field day.<br/><br/>Here is an idea - let our European NATO ""allies"" decide the best policy.  After all, the violations and response affect Europe. For example, let's ask which ones would be willing to host the additional nuclear missiles.";;-1.0;;;Putin's speech may serve to instil a sense of fear in the American public, hoping Trump's critics would forgive him for forging closer ties with Russia.<br/>Perhaps Putin hopes his threat would start a debate on the US-Russian relations, which would deteriorate further should Trump have to leave voluntarily or be removed.;“I think he’s been treated very, very unfairly by the media — as I call it, the fake media, in many cases.” Trump continued<br/><br/>said the fake president ;So the Donald is all over N Korea but continues to be silent on Russia even after today’s overt miltary threats ? can’t blame fake news or our intelligence agencies when it’s coming out of his bff Putin;And Trump is doing exactly what Putin wanted:  sow dissension within NATO.<br/>Unfit?  Corrupt?  Dishonest?  Putin loves it.;"Putin's bellicose speech matches Trump's on North Korea. Perhaps the latter incited the former.<br/><br/>I doubt that anyone has a nuclear-powered cruise missile such as Putin describes, for a number of reasons, including known laws of physics.<br/><br/>Putin's aggressive speech is consistent with a Russian inferiority complex that stretches back some 350 years, to when a young Peter the Great traveled through Europe, came back to Russia, and told his Dad what a bunch of backward rubes the Russians were. He imported the best Italian and French architects to help design and build St. Petersburg. He began a tradition of the Russian upper class studying the French language and emulating French culture.<br/><br/>The Enlightenment never reached Central Europe and Russia. Far more social and technological development occurred in Western Europe. Tsarist fears of outside influence displacing their favored social position motivated them to resist western ideas.<br/><br/>By the late 19th century, the corruption of the Russian upper class and the widening inequality between them and the peasantry led to great resentment, a message we in the US should take to heart.  This, along with the incompetence of Russian generals in WWI, as described in Solzhenitsyn's ""August, 1914"", helped spur on the 1917 Revolution.<br/><br/>Nuclear weapons are so dangerous as to be useless for anything but planetary suicide. We should worry far more about Russia's superb<br/>scientific and mathematical competence, as seen by Russian cyberwar.";Trump's statements and tweets are also threatening to the world. Putin said nothing that Trump had not said before. 
14;stsb-mpnet-base-v2;International trade relations are far too complex for a know-nothing like Trump. But he does know ho to use his office to put money in his pocket. <br/><br/>After moving into the Oval Office, he began to court Taiwan and challenge the One-China policy. Then suddenly, he changed his tune about China policy once the Chinese agreed to grant him 38 new trademarks worth untold millions or even billions. Trump is running the country like it is just part of his family business.  In fact he brought in his usual family partners to carry most of the daily burden of office.  <br/><br/>When Trump can find some time away from the golf course he must be impeached!;Trump markets himself as the deal maker. He must be very good at it because investors pay him millions just to put his name on buildings -- whether those buildings (or casinos) make any economic sense.<br/><br/>But his deal-making skills are clearly not working so well in his new position. So far, no deal with China on trade, nor with NATO, nor with Mexico, and there's no deal in sight in the Middle East to persuade Israel and its mortal enemies to combine forces to oust  ISIS or take over Iraqi oil. No deal on repeal and replace, likely no deal on the BAT, and still no deal on building and paying for his beautiful wall.<br/><br/>However, it should be also noted that one of his sons recently inked a deal for a new Trump-branded building in South America, so there's that.;0.5614100098609924;58e1f7f27c459f24986d8044;58e1f7f27c459f24986d8044;;;;;;
15;stsb-mpnet-base-v2;International trade relations are far too complex for a know-nothing like Trump. But he does know ho to use his office to put money in his pocket. <br/><br/>After moving into the Oval Office, he began to court Taiwan and challenge the One-China policy. Then suddenly, he changed his tune about China policy once the Chinese agreed to grant him 38 new trademarks worth untold millions or even billions. Trump is running the country like it is just part of his family business.  In fact he brought in his usual family partners to carry most of the daily burden of office.  <br/><br/>When Trump can find some time away from the golf course he must be impeached!;"I am shocked; shocked that our POTUS has no idea what he is talking about. Trouble is his base STILL think he does.<br/><br/>He wants to renegotiate America's ""horrible trade deals"" in a way that he can benefit.<br/><br/>Step one: Badger China until they grant him all of his ""Trump"" brand trademarks within China. [Check.]<br/>Step two: Continue to badger China until they grant him favorable access to real estate and other lucrative opportunities within China and increased Chinese membership at Mar-a-Lago. [Workin' on it end of the week.]<br/>Step three: Renegotiate a more lucrative deal for his kid-in-law for the toddler's 666 property.<br/>Step four: Beat up on Mexico in order to negotiate lucrative deals for himself in Mexico - like a Rebranded ""Don Julio Tequila"" to ""Don Trump Tequila"" and ""Scion"" industrial parks for American industry in Mexico.<br/>Step five: ....<br/><br/>Note: Above steps are all behind the scenes not visible to the American People, for obvious reasons! The nothingburgers and all the apparent failed agenda is for public consumption and a distraction instead.<br/><br/>We need to study the causes of the trade deficit in order to arrive at and validate Trump's preconceived conclusions. You know, like studies into Obama wire tapping, millions of illegal votes, and ...<br/><br/>Small hands can only carry a small stick. Lets hope the nuke 'em button is too large for him to push.<br/><br/>This reality show needs to be cancelled ASAP!";0.5162753462791443;58e1f7f27c459f24986d8044;58e1f7f27c459f24986d8044;;;;;;
16;stsb-mpnet-base-v2;International trade relations are far too complex for a know-nothing like Trump. But he does know ho to use his office to put money in his pocket. <br/><br/>After moving into the Oval Office, he began to court Taiwan and challenge the One-China policy. Then suddenly, he changed his tune about China policy once the Chinese agreed to grant him 38 new trademarks worth untold millions or even billions. Trump is running the country like it is just part of his family business.  In fact he brought in his usual family partners to carry most of the daily burden of office.  <br/><br/>When Trump can find some time away from the golf course he must be impeached!;Is Trump wimping out on trade or is he meeting reality and seeing that what he wants to do versus what he can do have to be reconciled into some sort of action that will be passed?  I realize that that is too much to hope for but it may be what is occurring.  We need to trade.  Humans have always traded what they have in return for what they need.  In fact, if we didn't trade we'd have more wars.  Trade forces us to cooperate, to protect each other, and may lead to lasting relationships.  Those relationships can play a positive role in our private lives and, in the case of nations, in how the world works.  <br/><br/>The other possibility is that Trump is planning to throw out some more incendiary remarks to undermine our relationships with the rest of the world but he hasn't felt the itch to Tweet yet.  That's a more frightening scenario because words mean something and the wrong ones can hurt us with our trading partners.;0.5161905884742737;58e1f7f27c459f24986d8044;58e1f7f27c459f24986d8044;;;;;;
17;stsb-mpnet-base-v2;International trade relations are far too complex for a know-nothing like Trump. But he does know ho to use his office to put money in his pocket. <br/><br/>After moving into the Oval Office, he began to court Taiwan and challenge the One-China policy. Then suddenly, he changed his tune about China policy once the Chinese agreed to grant him 38 new trademarks worth untold millions or even billions. Trump is running the country like it is just part of his family business.  In fact he brought in his usual family partners to carry most of the daily burden of office.  <br/><br/>When Trump can find some time away from the golf course he must be impeached!;'But governing America isn’t like reality TV. A few weeks ago Mr. Trump whined, “Nobody knew that health care could be so complicated.” Now, one suspects, he’s saying the same thing about trade policy.'<br/><br/>A good summary.  It emphasizes a basic truth regarding Trump's many utterances and tweets that are well illustrated by his comments on health care.  During the campaign we were told that we'd see a healthcare-for-all-plan that would be better, cheaper, and that it would be easy to bring about.  The real message, the basic truth, was that Trump had no idea of what he was talking about.  And that lack of knowledge continues with respect to nearly every other subject area.  How much time has he really spent pouring over the complexities of tax plans or national budgets?  As much as tweeting time?;0.49999213218688965;58e1f7f27c459f24986d8044;58e1f7f27c459f24986d8044;;;;;;
18;stsb-mpnet-base-v2;International trade relations are far too complex for a know-nothing like Trump. But he does know ho to use his office to put money in his pocket. <br/><br/>After moving into the Oval Office, he began to court Taiwan and challenge the One-China policy. Then suddenly, he changed his tune about China policy once the Chinese agreed to grant him 38 new trademarks worth untold millions or even billions. Trump is running the country like it is just part of his family business.  In fact he brought in his usual family partners to carry most of the daily burden of office.  <br/><br/>When Trump can find some time away from the golf course he must be impeached!;“Trade wars are good, and easy to win.” As usual the impulsive, arrogant, simpleton sees the issue through one lens, his. He fails to understand that trade agreements and tariffs are complex transactions, subject to negotiation and quid pro quo bargaining - and they reflect networking and good will. But for the dimwit at the top it's more of the same... my way or the highway. That's why POTUS declared bankruptcy so many time.;0.49761003255844116;5a9ca2df410cf7000162f021;58e1f7f27c459f24986d8044;;;;;;
19;stsb-mpnet-base-v2;International trade relations are far too complex for a know-nothing like Trump. But he does know ho to use his office to put money in his pocket. <br/><br/>After moving into the Oval Office, he began to court Taiwan and challenge the One-China policy. Then suddenly, he changed his tune about China policy once the Chinese agreed to grant him 38 new trademarks worth untold millions or even billions. Trump is running the country like it is just part of his family business.  In fact he brought in his usual family partners to carry most of the daily burden of office.  <br/><br/>When Trump can find some time away from the golf course he must be impeached!;And who knew tax reform would be so complicated?  Navigating the reefs between tax and trade policies will prove too much.  Might as well just continue to promote Trump properties on weekends and grab as much payola as can be found.  The President might become a billionaire yet before he leaves office.;0.49567270278930664;58e1f7f27c459f24986d8044;58e1f7f27c459f24986d8044;;;;;;
20;stsb-mpnet-base-v2;International trade relations are far too complex for a know-nothing like Trump. But he does know ho to use his office to put money in his pocket. <br/><br/>After moving into the Oval Office, he began to court Taiwan and challenge the One-China policy. Then suddenly, he changed his tune about China policy once the Chinese agreed to grant him 38 new trademarks worth untold millions or even billions. Trump is running the country like it is just part of his family business.  In fact he brought in his usual family partners to carry most of the daily burden of office.  <br/><br/>When Trump can find some time away from the golf course he must be impeached!;;-1.0;;;Trump markets himself as the deal maker. He must be very good at it because investors pay him millions just to put his name on buildings -- whether those buildings (or casinos) make any economic sense.<br/><br/>But his deal-making skills are clearly not working so well in his new position. So far, no deal with China on trade, nor with NATO, nor with Mexico, and there's no deal in sight in the Middle East to persuade Israel and its mortal enemies to combine forces to oust  ISIS or take over Iraqi oil. No deal on repeal and replace, likely no deal on the BAT, and still no deal on building and paying for his beautiful wall.<br/><br/>However, it should be also noted that one of his sons recently inked a deal for a new Trump-branded building in South America, so there's that.;"I am shocked; shocked that our POTUS has no idea what he is talking about. Trouble is his base STILL think he does.<br/><br/>He wants to renegotiate America's ""horrible trade deals"" in a way that he can benefit.<br/><br/>Step one: Badger China until they grant him all of his ""Trump"" brand trademarks within China. [Check.]<br/>Step two: Continue to badger China until they grant him favorable access to real estate and other lucrative opportunities within China and increased Chinese membership at Mar-a-Lago. [Workin' on it end of the week.]<br/>Step three: Renegotiate a more lucrative deal for his kid-in-law for the toddler's 666 property.<br/>Step four: Beat up on Mexico in order to negotiate lucrative deals for himself in Mexico - like a Rebranded ""Don Julio Tequila"" to ""Don Trump Tequila"" and ""Scion"" industrial parks for American industry in Mexico.<br/>Step five: ....<br/><br/>Note: Above steps are all behind the scenes not visible to the American People, for obvious reasons! The nothingburgers and all the apparent failed agenda is for public consumption and a distraction instead.<br/><br/>We need to study the causes of the trade deficit in order to arrive at and validate Trump's preconceived conclusions. You know, like studies into Obama wire tapping, millions of illegal votes, and ...<br/><br/>Small hands can only carry a small stick. Lets hope the nuke 'em button is too large for him to push.<br/><br/>This reality show needs to be cancelled ASAP!";Is Trump wimping out on trade or is he meeting reality and seeing that what he wants to do versus what he can do have to be reconciled into some sort of action that will be passed?  I realize that that is too much to hope for but it may be what is occurring.  We need to trade.  Humans have always traded what they have in return for what they need.  In fact, if we didn't trade we'd have more wars.  Trade forces us to cooperate, to protect each other, and may lead to lasting relationships.  Those relationships can play a positive role in our private lives and, in the case of nations, in how the world works.  <br/><br/>The other possibility is that Trump is planning to throw out some more incendiary remarks to undermine our relationships with the rest of the world but he hasn't felt the itch to Tweet yet.  That's a more frightening scenario because words mean something and the wrong ones can hurt us with our trading partners.;'But governing America isn’t like reality TV. A few weeks ago Mr. Trump whined, “Nobody knew that health care could be so complicated.” Now, one suspects, he’s saying the same thing about trade policy.'<br/><br/>A good summary.  It emphasizes a basic truth regarding Trump's many utterances and tweets that are well illustrated by his comments on health care.  During the campaign we were told that we'd see a healthcare-for-all-plan that would be better, cheaper, and that it would be easy to bring about.  The real message, the basic truth, was that Trump had no idea of what he was talking about.  And that lack of knowledge continues with respect to nearly every other subject area.  How much time has he really spent pouring over the complexities of tax plans or national budgets?  As much as tweeting time?;“Trade wars are good, and easy to win.” As usual the impulsive, arrogant, simpleton sees the issue through one lens, his. He fails to understand that trade agreements and tariffs are complex transactions, subject to negotiation and quid pro quo bargaining - and they reflect networking and good will. But for the dimwit at the top it's more of the same... my way or the highway. That's why POTUS declared bankruptcy so many time.;And who knew tax reform would be so complicated?  Navigating the reefs between tax and trade policies will prove too much.  Might as well just continue to promote Trump properties on weekends and grab as much payola as can be found.  The President might become a billionaire yet before he leaves office.
21;stsb-mpnet-base-v2;Manufacturing as it was done even 20 years ago is going the way of the dodo bird. Trump was elected on a nostalgia kick.<br/><br/>If Trump had the smarts and strategic thinking he dreams of having, he would use his influence with his voter base to give them the straight goods about the future of jobs. Then he would spend some money on moving the US towards the future instead of a blast to the past.<br/><br/>Isolationism will just shrink the economy and reduce US status in the world.  Better to lead from the front than defend from behind.  <br/><br/>Trump's cancellation of the TPP showed his complete lack of understanding how governance works, how the best presidents are not always political but make decisions based on what is best for the country.<br/><br/>The TPP was a co-operation treaty disguised as a trade deal. That is what the new trade deals are all about today. Obama used the carrot of access to the US market, for both import and export, to persuade Asian countries to turn to the West as an example for human rights, patent rights, environmental regulations, education and labor laws.  Actual trade was a small part of the deal. <br/><br/>US businesses would have made money and overall jobs would have expanded for US workers. Who would have lost out the most - Chinese workers as US companies would have found cheaper labor, better worker and patent protections with TPP partner countries. ;"You summed it up succinctly.<br/><br/>Trump would have to transform himself and his party into a mid 1960s Liburl Ideology to even approach what he claims he wants to do as it concerns ""Bringing Jobs Back"".  The POTUS sounds like a Union Leader:):)<br/><br/>And though I'm no Doctor, I'm certain the GOPs skulls won't survive such a transformation.";0.5735529065132141;58e1f7f27c459f24986d8044;58e1f7f27c459f24986d8044;;;;;;
22;stsb-mpnet-base-v2;Manufacturing as it was done even 20 years ago is going the way of the dodo bird. Trump was elected on a nostalgia kick.<br/><br/>If Trump had the smarts and strategic thinking he dreams of having, he would use his influence with his voter base to give them the straight goods about the future of jobs. Then he would spend some money on moving the US towards the future instead of a blast to the past.<br/><br/>Isolationism will just shrink the economy and reduce US status in the world.  Better to lead from the front than defend from behind.  <br/><br/>Trump's cancellation of the TPP showed his complete lack of understanding how governance works, how the best presidents are not always political but make decisions based on what is best for the country.<br/><br/>The TPP was a co-operation treaty disguised as a trade deal. That is what the new trade deals are all about today. Obama used the carrot of access to the US market, for both import and export, to persuade Asian countries to turn to the West as an example for human rights, patent rights, environmental regulations, education and labor laws.  Actual trade was a small part of the deal. <br/><br/>US businesses would have made money and overall jobs would have expanded for US workers. Who would have lost out the most - Chinese workers as US companies would have found cheaper labor, better worker and patent protections with TPP partner countries. ;Mr. Krugman is right to be seriously concerned about the upcoming economic boom resulting from the Trump tax cuts and reforms. The Reagan economic book created so many jobs that Reagan is still revered by millions.<br/>(Not to count winning the Cold War, of course.) ;0.5064932107925415;58e1f7f27c459f24986d8044;58e1f7f27c459f24986d8044;;;;;;
