user_id_1,step,ranking_score_user_1,relevance_score_user_1,topic_score_user_1
3,254,0,10,10
3,255,0,10,10
3,256,0,4,7
3,257,0,8,9
3,258,10,0,0
3,371,0,10,10
3,372,0,9,10
3,373,0,10,10
3,374,0,10,10
3,375,0,7,10
3,376,0,8,10
3,377,10,0,0
3,14,0,10,10
3,15,0,10,10
3,16,0,9,10
3,17,0,10,10
3,18,0,10,10
3,19,0,8,10
3,20,10,0,0
3,175,0,8,10
3,176,0,7,9
3,177,0,5,7
3,178,0,5,5
3,179,0,5,5
3,180,0,5,6
3,181,8,0,0
3,315,0,9,10
3,316,0,7,7
3,317,0,8,9
3,318,0,8,8
3,319,0,9,9
3,320,0,8,8
3,321,8,0,0
3,161,0,9,10
3,162,0,10,10
3,163,0,10,10
3,164,0,9,10
3,165,0,10,10
3,166,0,10,10
3,167,8,0,0
3,413,0,10,10
3,414,0,10,10
3,415,0,10,10
3,416,0,9,10
3,417,0,9,10
3,418,0,10,10
3,419,8,0,0
3,196,0,4,6
3,197,0,1,1
3,198,0,5,5
3,199,0,1,1
3,200,0,2,2
3,201,0,7,8
3,202,3,0,0
3,189,0,1,1
3,190,0,1,1
3,191,0,1,1
3,192,0,1,1
3,193,0,1,1
3,194,0,1,1
3,195,1,0,0
3,49,0,10,10
3,50,0,10,10
3,51,0,1,1
3,52,0,7,9
3,53,0,10,10
3,54,0,8,10
3,55,8,0,0
3,70,0,10,10
3,71,0,10,10
3,72,0,8,9
3,73,0,6,7
3,74,0,8,8
3,75,0,8,9
3,76,8,0,0
3,98,0,5,8
3,99,0,8,9
3,100,0,6,8
3,101,0,9,10
3,102,0,1,6
3,103,0,9,9
3,104,5,0,0
3,378,0,10,10
3,379,0,9,10
3,380,0,10,10
3,381,0,10,10
3,382,0,8,10
3,383,0,10,10
3,384,9,0,0
3,245,0,10,10
3,246,0,10,10
3,247,0,10,10
3,248,0,10,10
3,249,0,8,10
3,250,0,10,10
3,251,9,0,0
3,308,0,10,10
3,309,0,10,10
3,310,0,10,10
3,311,0,8,10
3,312,0,10,10
3,313,0,9,10
3,314,8,0,0
3,427,0,9,10
3,428,0,8,10
3,429,0,10,10
3,430,0,10,10
3,431,0,9,10
3,432,0,7,8
3,433,10,0,0
3,28,0,10,10
3,29,0,1,10
3,30,0,8,10
3,31,0,10,10
3,32,0,7,10
3,33,0,9,10
3,34,4,0,0
3,231,0,9,10
3,232,0,10,10
3,233,0,10,10
3,234,0,10,10
3,235,0,9,10
3,236,0,8,10
3,237,8,0,0
3,448,0,10,10
3,449,0,9,10
3,450,0,8,10
3,451,0,10,10
3,452,0,8,10
3,453,0,7,10
3,454,8,0,0
3,469,0,9,10
3,470,0,8,10
3,471,0,1,7
3,472,0,10,10
3,473,0,10,10
3,474,0,10,10
3,475,4,0,0
3,301,0,8,10
3,302,0,8,10
3,303,0,8,10
3,304,0,6,10
3,305,0,9,10
3,306,0,9,10
3,307,8,0,0
3,497,0,10,10
3,498,0,9,10
3,499,0,9,10
3,500,0,8,10
3,501,0,9,10
3,502,0,10,10
3,503,9,0,0
3,182,0,10,10
3,183,0,10,10
3,184,0,8,10
3,185,0,9,10
3,186,0,9,10
3,187,0,6,10
3,188,10,0,0
3,364,0,7,10
3,365,0,6,10
3,366,0,10,10
3,367,0,7,10
3,368,0,10,10
3,369,0,9,10
3,370,5,0,0
3,56,0,10,10
3,57,0,9,10
3,58,0,8,10
3,59,0,9,10
3,60,0,10,10
3,61,0,10,10
3,62,8,0,0
3,238,0,8,10
3,239,0,9,10
3,240,0,9,10
3,241,0,10,10
3,242,0,5,10
3,243,0,9,10
3,244,8,0,0
3,441,0,9,10
3,442,0,9,10
3,443,0,9,10
3,444,0,8,9
3,445,0,1,1
3,446,0,9,9
3,447,9,0,0
3,329,0,8,9
3,330,0,7,9
3,331,0,9,10
3,332,0,9,9
3,333,0,7,9
3,334,0,9,10
3,335,8,0,0
3,511,0,9,10
3,512,0,8,10
3,513,0,7,10
3,514,0,8,10
3,515,0,7,10
3,516,0,5,10
3,517,7,0,0
3,7,0,6,8
3,8,0,1,2
3,9,0,3,7
3,10,0,4,6
3,11,0,7,7
3,12,0,1,2
3,13,2,0,0
3,84,0,6,10
3,85,0,8,10
3,86,0,8,10
3,87,0,10,10
3,88,0,10,10
3,89,0,8,10
3,90,5,0,0
3,224,0,9,10
3,225,0,10,10
3,226,0,9,10
3,227,0,10,10
3,228,0,9,10
3,229,0,8,9
3,230,8,0,0
3,294,0,10,10
3,295,0,10,10
3,296,0,7,10
3,297,0,8,10
3,298,0,8,10
3,299,0,9,10
3,300,8,0,0
3,147,0,5,10
3,148,0,10,10
3,149,0,7,10
3,150,0,9,10
3,151,0,5,5
3,152,0,5,5
3,153,8,0,0
3,490,0,10,10
3,491,0,7,8
3,492,0,9,10
3,493,0,10,10
3,494,0,9,10
3,495,0,10,10
3,496,8,0,0
3,126,0,10,10
3,127,0,8,10
3,128,0,8,10
3,129,0,10,10
3,130,0,10,10
3,131,0,9,10
3,132,10,0,0
3,385,0,9,10
3,386,0,9,10
3,387,0,9,10
3,388,0,9,10
3,389,0,10,10
3,390,0,10,10
3,391,8,0,0
3,77,0,10,10
3,78,0,9,10
3,79,0,9,10
3,80,0,10,10
3,81,0,10,10
3,82,0,10,10
3,83,9,0,0
3,203,0,8,10
3,204,0,8,8
3,205,0,7,8
3,206,0,7,8
3,207,0,9,10
3,208,0,7,8
3,209,9,0,0
3,35,0,10,10
3,36,0,10,10
3,37,0,8,9
3,38,0,10,10
3,39,0,10,10
3,40,0,10,10
3,41,8,0,0
3,154,0,7,9
3,155,0,10,10
3,156,0,10,10
3,157,0,9,10
3,158,0,10,10
3,159,0,1,1
3,160,10,0,0
3,455,0,10,10
3,456,0,10,10
3,457,0,5,10
3,458,0,10,10
3,459,0,10,10
3,460,0,10,10
3,461,9,0,0
3,266,0,8,9
3,267,0,10,10
3,268,0,10,10
3,269,0,8,10
3,270,0,9,10
3,271,0,10,10
3,272,8,0,0
3,217,0,7,10
3,218,0,9,10
3,219,0,5,10
3,220,0,9,10
3,221,0,8,9
3,222,0,8,9
3,223,7,0,0
3,133,0,1,2
3,134,0,1,1
3,135,0,1,1
3,136,0,1,1
3,137,0,1,3
3,138,0,3,4
3,139,1,0,0
3,504,0,10,10
3,505,0,10,10
3,506,0,7,10
3,507,0,5,10
3,508,0,8,10
3,509,0,5,10
3,510,8,0,0
3,105,0,10,10
3,106,0,8,10
3,107,0,5,8
3,108,0,10,10
3,109,0,4,7
3,110,0,5,7
3,111,7,0,0
3,280,0,9,10
3,281,0,9,10
3,282,0,8,9
3,283,0,9,10
3,284,0,7,8
3,285,0,4,5
3,286,10,0,0
3,483,0,10,10
3,484,0,9,10
3,485,0,10,10
3,486,0,10,10
3,487,0,10,10
3,488,0,10,10
3,489,9,0,0
3,119,0,9,10
3,120,0,8,10
3,121,0,6,10
3,122,0,7,10
3,123,0,5,6
3,124,0,7,8
3,125,9,0,0
3,434,0,10,10
3,435,0,10,10
3,436,0,10,10
3,437,0,8,10
3,438,0,10,10
3,439,0,10,10
3,440,10,0,0
